Zip,state,Primary eGRID Subregion,Subregion annual CO2e output emission rate (lb/MWh)
92105,CA,CAMX,613.285
92106,CA,CAMX,613.285
92107,CA,CAMX,613.285
92108,CA,CAMX,613.285
92109,CA,CAMX,613.285
92110,CA,CAMX,613.285
92111,CA,CAMX,613.285
92112,CA,CAMX,613.285
92113,CA,CAMX,613.285
92114,CA,CAMX,613.285
92115,CA,CAMX,613.285
92116,CA,CAMX,613.285
92117,CA,CAMX,613.285
92118,CA,CAMX,613.285
92119,CA,CAMX,613.285
92120,CA,CAMX,613.285
92121,CA,CAMX,613.285
92122,CA,CAMX,613.285
92123,CA,CAMX,613.285
92124,CA,CAMX,613.285
92126,CA,CAMX,613.285
92127,CA,CAMX,613.285
92128,CA,CAMX,613.285
92129,CA,CAMX,613.285
92130,CA,CAMX,613.285
92131,CA,CAMX,613.285
92132,CA,CAMX,613.285
92134,CA,CAMX,613.285
92135,CA,CAMX,613.285
92136,CA,CAMX,613.285
92137,CA,CAMX,613.285
92138,CA,CAMX,613.285
92139,CA,CAMX,613.285
92140,CA,CAMX,613.285
92142,CA,CAMX,613.285
92143,CA,CAMX,613.285
92145,CA,CAMX,613.285
92147,CA,CAMX,613.285
92149,CA,CAMX,613.285
92150,CA,CAMX,613.285
92152,CA,CAMX,613.285
92153,CA,CAMX,613.285
92154,CA,CAMX,613.285
92155,CA,CAMX,613.285
92158,CA,CAMX,613.285
92159,CA,CAMX,613.285
92160,CA,CAMX,613.285
92161,CA,CAMX,613.285
92162,CA,CAMX,613.285
92163,CA,CAMX,613.285
92164,CA,CAMX,613.285
92165,CA,CAMX,613.285
92166,CA,CAMX,613.285
92167,CA,CAMX,613.285
92168,CA,CAMX,613.285
92169,CA,CAMX,613.285
92170,CA,CAMX,613.285
92171,CA,CAMX,613.285
92172,CA,CAMX,613.285
92173,CA,CAMX,613.285
92174,CA,CAMX,613.285
92175,CA,CAMX,613.285
92176,CA,CAMX,613.285
92177,CA,CAMX,613.285
92178,CA,CAMX,613.285
92179,CA,CAMX,613.285
92182,CA,CAMX,613.285
92184,CA,CAMX,613.285
92186,CA,CAMX,613.285
92187,CA,CAMX,613.285
92190,CA,CAMX,613.285
92191,CA,CAMX,613.285
92192,CA,CAMX,613.285
92193,CA,CAMX,613.285
92194,CA,CAMX,613.285
92195,CA,CAMX,613.285
92196,CA,CAMX,613.285
92197,CA,CAMX,613.285
92198,CA,CAMX,613.285
92199,CA,CAMX,613.285
92201,CA,AZNM,1182.892
92202,CA,AZNM,1182.892
92203,CA,AZNM,1182.892
92210,CA,CAMX,613.285
92211,CA,CAMX,613.285
92220,CA,CAMX,613.285
92222,CA,AZNM,1182.892
92223,CA,CAMX,613.285
92225,CA,CAMX,613.285
92226,CA,CAMX,613.285
92227,CA,AZNM,1182.892
92230,CA,CAMX,613.285
92231,CA,AZNM,1182.892
92232,CA,AZNM,1182.892
92233,CA,AZNM,1182.892
92234,CA,CAMX,613.285
92235,CA,CAMX,613.285
92236,CA,AZNM,1182.892
92239,CA,CAMX,613.285
92240,CA,CAMX,613.285
92241,CA,AZNM,1182.892
92242,CA,CAMX,613.285
92243,CA,AZNM,1182.892
92244,CA,AZNM,1182.892
92247,CA,AZNM,1182.892
92248,CA,AZNM,1182.892
92249,CA,AZNM,1182.892
92250,CA,AZNM,1182.892
92251,CA,AZNM,1182.892
92252,CA,CAMX,613.285
92253,CA,AZNM,1182.892
92254,CA,AZNM,1182.892
92255,CA,CAMX,613.285
92256,CA,CAMX,613.285
92257,CA,AZNM,1182.892
92258,CA,CAMX,613.285
92259,CA,AZNM,1182.892
92260,CA,CAMX,613.285
92261,CA,CAMX,613.285
92262,CA,CAMX,613.285
92263,CA,CAMX,613.285
92264,CA,CAMX,613.285
92266,CA,CAMX,613.285
92267,CA,CAMX,613.285
92268,CA,CAMX,613.285
92270,CA,CAMX,613.285
92273,CA,AZNM,1182.892
92274,CA,AZNM,1182.892
92275,CA,AZNM,1182.892
92276,CA,AZNM,1182.892
92277,CA,CAMX,613.285
92278,CA,CAMX,613.285
92280,CA,CAMX,613.285
92281,CA,AZNM,1182.892
92282,CA,CAMX,613.285
92283,CA,AZNM,1182.892
92284,CA,CAMX,613.285
92285,CA,CAMX,613.285
92286,CA,CAMX,613.285
92292,CA,CAMX,613.285
92301,CA,CAMX,613.285
92304,CA,CAMX,613.285
92305,CA,CAMX,613.285
92307,CA,CAMX,613.285
92308,CA,CAMX,613.285
92309,CA,CAMX,613.285
92310,CA,CAMX,613.285
92311,CA,CAMX,613.285
92312,CA,CAMX,613.285
92313,CA,CAMX,613.285
92314,CA,CAMX,613.285
92315,CA,CAMX,613.285
92316,CA,CAMX,613.285
92317,CA,CAMX,613.285
92318,CA,CAMX,613.285
92320,CA,CAMX,613.285
92321,CA,CAMX,613.285
92322,CA,CAMX,613.285
92323,CA,CAMX,613.285
92324,CA,CAMX,613.285
92325,CA,CAMX,613.285
92326,CA,CAMX,613.285
92327,CA,CAMX,613.285
92328,CA,CAMX,613.285
92329,CA,CAMX,613.285
92331,CA,CAMX,613.285
92332,CA,CAMX,613.285
92333,CA,CAMX,613.285
92334,CA,CAMX,613.285
92335,CA,CAMX,613.285
92336,CA,CAMX,613.285
92337,CA,CAMX,613.285
92338,CA,CAMX,613.285
92339,CA,CAMX,613.285
92340,CA,CAMX,613.285
92341,CA,CAMX,613.285
92342,CA,CAMX,613.285
92344,CA,CAMX,613.285
92345,CA,CAMX,613.285
92346,CA,CAMX,613.285
92347,CA,CAMX,613.285
92350,CA,CAMX,613.285
92352,CA,CAMX,613.285
92354,CA,CAMX,613.285
92356,CA,CAMX,613.285
92357,CA,CAMX,613.285
92358,CA,CAMX,613.285
92359,CA,CAMX,613.285
92363,CA,CAMX,613.285
92364,CA,CAMX,613.285
92365,CA,CAMX,613.285
92366,CA,CAMX,613.285
92368,CA,CAMX,613.285
92369,CA,CAMX,613.285
92371,CA,CAMX,613.285
92372,CA,CAMX,613.285
92373,CA,CAMX,613.285
92374,CA,CAMX,613.285
92375,CA,CAMX,613.285
92376,CA,CAMX,613.285
92377,CA,CAMX,613.285
92378,CA,CAMX,613.285
92382,CA,CAMX,613.285
92384,CA,CAMX,613.285
92385,CA,CAMX,613.285
92386,CA,CAMX,613.285
92389,CA,CAMX,613.285
92391,CA,CAMX,613.285
92392,CA,CAMX,613.285
92393,CA,CAMX,613.285
92394,CA,CAMX,613.285
92395,CA,CAMX,613.285
92397,CA,CAMX,613.285
92398,CA,CAMX,613.285
92399,CA,CAMX,613.285
92401,CA,CAMX,613.285
92402,CA,CAMX,613.285
92403,CA,CAMX,613.285
92404,CA,CAMX,613.285
92405,CA,CAMX,613.285
92406,CA,CAMX,613.285
92407,CA,CAMX,613.285
92408,CA,CAMX,613.285
92410,CA,CAMX,613.285
92411,CA,CAMX,613.285
92412,CA,CAMX,613.285
92413,CA,CAMX,613.285
92414,CA,CAMX,613.285
92415,CA,CAMX,613.285
92418,CA,CAMX,613.285
92423,CA,CAMX,613.285
92424,CA,CAMX,613.285
92427,CA,CAMX,613.285
92501,CA,CAMX,613.285
92502,CA,CAMX,613.285
92503,CA,CAMX,613.285
92504,CA,CAMX,613.285
92505,CA,CAMX,613.285
92506,CA,CAMX,613.285
92507,CA,CAMX,613.285
92508,CA,CAMX,613.285
92509,CA,CAMX,613.285
92513,CA,CAMX,613.285
92514,CA,CAMX,613.285
92515,CA,CAMX,613.285
92516,CA,CAMX,613.285
92517,CA,CAMX,613.285
92518,CA,CAMX,613.285
92519,CA,CAMX,613.285
92521,CA,CAMX,613.285
92522,CA,CAMX,613.285
92530,CA,CAMX,613.285
92531,CA,CAMX,613.285
92532,CA,CAMX,613.285
92536,CA,AZNM,1182.892
92539,CA,AZNM,1182.892
92543,CA,CAMX,613.285
92544,CA,CAMX,613.285
92545,CA,CAMX,613.285
92546,CA,CAMX,613.285
92548,CA,CAMX,613.285
92549,CA,CAMX,613.285
92551,CA,CAMX,613.285
92552,CA,CAMX,613.285
92553,CA,CAMX,613.285
92554,CA,CAMX,613.285
92555,CA,CAMX,613.285
92556,CA,CAMX,613.285
92557,CA,CAMX,613.285
92561,CA,AZNM,1182.892
92562,CA,CAMX,613.285
92563,CA,CAMX,613.285
92564,CA,CAMX,613.285
92567,CA,CAMX,613.285
92570,CA,CAMX,613.285
92571,CA,CAMX,613.285
92572,CA,CAMX,613.285
92581,CA,CAMX,613.285
92582,CA,CAMX,613.285
92583,CA,CAMX,613.285
92584,CA,CAMX,613.285
92585,CA,CAMX,613.285
92586,CA,CAMX,613.285
92587,CA,CAMX,613.285
92589,CA,CAMX,613.285
92590,CA,CAMX,613.285
92591,CA,CAMX,613.285
92592,CA,CAMX,613.285
92593,CA,CAMX,613.285
92595,CA,CAMX,613.285
92596,CA,CAMX,613.285
92599,CA,CAMX,613.285
92602,CA,CAMX,613.285
92603,CA,CAMX,613.285
92604,CA,CAMX,613.285
92605,CA,CAMX,613.285
92606,CA,CAMX,613.285
92607,CA,CAMX,613.285
92609,CA,CAMX,613.285
92610,CA,CAMX,613.285
92612,CA,CAMX,613.285
92614,CA,CAMX,613.285
92615,CA,CAMX,613.285
92616,CA,CAMX,613.285
92617,CA,CAMX,613.285
92618,CA,CAMX,613.285
92619,CA,CAMX,613.285
92620,CA,CAMX,613.285
92623,CA,CAMX,613.285
92624,CA,CAMX,613.285
92625,CA,CAMX,613.285
92626,CA,CAMX,613.285
92627,CA,CAMX,613.285
92628,CA,CAMX,613.285
92629,CA,CAMX,613.285
92630,CA,CAMX,613.285
92637,CA,CAMX,613.285
92646,CA,CAMX,613.285
92647,CA,CAMX,613.285
92648,CA,CAMX,613.285
92649,CA,CAMX,613.285
92650,CA,CAMX,613.285
92651,CA,CAMX,613.285
92652,CA,CAMX,613.285
92653,CA,CAMX,613.285
92654,CA,CAMX,613.285
92655,CA,CAMX,613.285
92656,CA,CAMX,613.285
92657,CA,CAMX,613.285
92658,CA,CAMX,613.285
92659,CA,CAMX,613.285
92660,CA,CAMX,613.285
92661,CA,CAMX,613.285
92662,CA,CAMX,613.285
92663,CA,CAMX,613.285
92672,CA,CAMX,613.285
92673,CA,CAMX,613.285
92674,CA,CAMX,613.285
92675,CA,CAMX,613.285
92676,CA,CAMX,613.285
92677,CA,CAMX,613.285
92678,CA,CAMX,613.285
92679,CA,CAMX,613.285
92683,CA,CAMX,613.285
92684,CA,CAMX,613.285
92685,CA,CAMX,613.285
92688,CA,CAMX,613.285
92690,CA,CAMX,613.285
92691,CA,CAMX,613.285
92692,CA,CAMX,613.285
92693,CA,CAMX,613.285
92694,CA,CAMX,613.285
92697,CA,CAMX,613.285
92698,CA,CAMX,613.285
92701,CA,CAMX,613.285
92702,CA,CAMX,613.285
92703,CA,CAMX,613.285
92704,CA,CAMX,613.285
92705,CA,CAMX,613.285
92706,CA,CAMX,613.285
92707,CA,CAMX,613.285
92708,CA,CAMX,613.285
92711,CA,CAMX,613.285
92712,CA,CAMX,613.285
92725,CA,CAMX,613.285
92728,CA,CAMX,613.285
92735,CA,CAMX,613.285
92780,CA,CAMX,613.285
92781,CA,CAMX,613.285
92782,CA,CAMX,613.285
92799,CA,CAMX,613.285
92801,CA,CAMX,613.285
92802,CA,CAMX,613.285
92803,CA,CAMX,613.285
92804,CA,CAMX,613.285
92805,CA,CAMX,613.285
92806,CA,CAMX,613.285
92807,CA,CAMX,613.285
92808,CA,CAMX,613.285
92809,CA,CAMX,613.285
92811,CA,CAMX,613.285
92812,CA,CAMX,613.285
92814,CA,CAMX,613.285
92815,CA,CAMX,613.285
92816,CA,CAMX,613.285
92817,CA,CAMX,613.285
92821,CA,CAMX,613.285
92822,CA,CAMX,613.285
92823,CA,CAMX,613.285
92825,CA,CAMX,613.285
92831,CA,CAMX,613.285
92832,CA,CAMX,613.285
92833,CA,CAMX,613.285
92834,CA,CAMX,613.285
92835,CA,CAMX,613.285
92836,CA,CAMX,613.285
92837,CA,CAMX,613.285
92838,CA,CAMX,613.285
92840,CA,CAMX,613.285
92841,CA,CAMX,613.285
92842,CA,CAMX,613.285
92843,CA,CAMX,613.285
92844,CA,CAMX,613.285
92845,CA,CAMX,613.285
92846,CA,CAMX,613.285
92850,CA,CAMX,613.285
92856,CA,CAMX,613.285
92857,CA,CAMX,613.285
92859,CA,CAMX,613.285
92860,CA,CAMX,613.285
92861,CA,CAMX,613.285
92862,CA,CAMX,613.285
92863,CA,CAMX,613.285
92864,CA,CAMX,613.285
92865,CA,CAMX,613.285
92866,CA,CAMX,613.285
92867,CA,CAMX,613.285
92868,CA,CAMX,613.285
92869,CA,CAMX,613.285
92870,CA,CAMX,613.285
92871,CA,CAMX,613.285
92877,CA,CAMX,613.285
92878,CA,CAMX,613.285
92879,CA,CAMX,613.285
92880,CA,CAMX,613.285
92881,CA,CAMX,613.285
92882,CA,CAMX,613.285
92883,CA,CAMX,613.285
92885,CA,CAMX,613.285
92886,CA,CAMX,613.285
92887,CA,CAMX,613.285
92899,CA,CAMX,613.285
93001,CA,CAMX,613.285
93002,CA,CAMX,613.285
93003,CA,CAMX,613.285
93004,CA,CAMX,613.285
93005,CA,CAMX,613.285
93006,CA,CAMX,613.285
93007,CA,CAMX,613.285
93009,CA,CAMX,613.285
93010,CA,CAMX,613.285
93011,CA,CAMX,613.285
93012,CA,CAMX,613.285
93013,CA,CAMX,613.285
93014,CA,CAMX,613.285
93015,CA,CAMX,613.285
93016,CA,CAMX,613.285
93020,CA,CAMX,613.285
93021,CA,CAMX,613.285
93022,CA,CAMX,613.285
93023,CA,CAMX,613.285
93024,CA,CAMX,613.285
93030,CA,CAMX,613.285
93031,CA,CAMX,613.285
93032,CA,CAMX,613.285
93033,CA,CAMX,613.285
93034,CA,CAMX,613.285
93035,CA,CAMX,613.285
93036,CA,CAMX,613.285
93040,CA,CAMX,613.285
93041,CA,CAMX,613.285
93042,CA,CAMX,613.285
93043,CA,CAMX,613.285
93044,CA,CAMX,613.285
93060,CA,CAMX,613.285
93061,CA,CAMX,613.285
93062,CA,CAMX,613.285
93063,CA,CAMX,613.285
93064,CA,CAMX,613.285
93065,CA,CAMX,613.285
93066,CA,CAMX,613.285
93067,CA,CAMX,613.285
93094,CA,CAMX,613.285
93099,CA,CAMX,613.285
93101,CA,CAMX,613.285
93102,CA,CAMX,613.285
93103,CA,CAMX,613.285
93105,CA,CAMX,613.285
93106,CA,CAMX,613.285
93107,CA,CAMX,613.285
93108,CA,CAMX,613.285
93109,CA,CAMX,613.285
93110,CA,CAMX,613.285
93111,CA,CAMX,613.285
93116,CA,CAMX,613.285
93117,CA,CAMX,613.285
93118,CA,CAMX,613.285
93120,CA,CAMX,613.285
93121,CA,CAMX,613.285
93130,CA,CAMX,613.285
93140,CA,CAMX,613.285
93150,CA,CAMX,613.285
93160,CA,CAMX,613.285
93190,CA,CAMX,613.285
93199,CA,CAMX,613.285
93201,CA,CAMX,613.285
93202,CA,CAMX,613.285
93203,CA,CAMX,613.285
93204,CA,CAMX,613.285
93205,CA,CAMX,613.285
93206,CA,CAMX,613.285
93207,CA,CAMX,613.285
93208,CA,CAMX,613.285
93210,CA,CAMX,613.285
93212,CA,CAMX,613.285
93215,CA,CAMX,613.285
93216,CA,CAMX,613.285
93218,CA,CAMX,613.285
93219,CA,CAMX,613.285
93220,CA,CAMX,613.285
93221,CA,CAMX,613.285
93222,CA,CAMX,613.285
93223,CA,CAMX,613.285
93224,CA,CAMX,613.285
93225,CA,CAMX,613.285
93226,CA,CAMX,613.285
93227,CA,CAMX,613.285
93230,CA,CAMX,613.285
93232,CA,CAMX,613.285
93234,CA,CAMX,613.285
93235,CA,CAMX,613.285
93237,CA,CAMX,613.285
93238,CA,CAMX,613.285
93239,CA,CAMX,613.285
93240,CA,CAMX,613.285
93241,CA,CAMX,613.285
93242,CA,CAMX,613.285
93243,CA,CAMX,613.285
93244,CA,CAMX,613.285
93245,CA,CAMX,613.285
93246,CA,CAMX,613.285
93247,CA,CAMX,613.285
93249,CA,CAMX,613.285
93250,CA,CAMX,613.285
93251,CA,CAMX,613.285
93252,CA,CAMX,613.285
93254,CA,CAMX,613.285
93255,CA,CAMX,613.285
93256,CA,CAMX,613.285
93257,CA,CAMX,613.285
93258,CA,CAMX,613.285
93260,CA,CAMX,613.285
93261,CA,CAMX,613.285
93262,CA,CAMX,613.285
93263,CA,CAMX,613.285
93265,CA,CAMX,613.285
93266,CA,CAMX,613.285
93267,CA,CAMX,613.285
93268,CA,CAMX,613.285
93270,CA,CAMX,613.285
93271,CA,CAMX,613.285
93272,CA,CAMX,613.285
93274,CA,CAMX,613.285
93275,CA,CAMX,613.285
93276,CA,CAMX,613.285
93277,CA,CAMX,613.285
93278,CA,CAMX,613.285
93279,CA,CAMX,613.285
93280,CA,CAMX,613.285
93282,CA,CAMX,613.285
93283,CA,CAMX,613.285
93285,CA,CAMX,613.285
93286,CA,CAMX,613.285
93287,CA,CAMX,613.285
93290,CA,CAMX,613.285
93291,CA,CAMX,613.285
93292,CA,CAMX,613.285
93301,CA,CAMX,613.285
93302,CA,CAMX,613.285
93303,CA,CAMX,613.285
93304,CA,CAMX,613.285
93305,CA,CAMX,613.285
93306,CA,CAMX,613.285
93307,CA,CAMX,613.285
93308,CA,CAMX,613.285
93309,CA,CAMX,613.285
93311,CA,CAMX,613.285
93312,CA,CAMX,613.285
93313,CA,CAMX,613.285
93314,CA,CAMX,613.285
93380,CA,CAMX,613.285
93383,CA,CAMX,613.285
93384,CA,CAMX,613.285
93385,CA,CAMX,613.285
93386,CA,CAMX,613.285
93387,CA,CAMX,613.285
93388,CA,CAMX,613.285
93389,CA,CAMX,613.285
93390,CA,CAMX,613.285
93401,CA,CAMX,613.285
93402,CA,CAMX,613.285
93403,CA,CAMX,613.285
93405,CA,CAMX,613.285
93406,CA,CAMX,613.285
93407,CA,CAMX,613.285
93408,CA,CAMX,613.285
93409,CA,CAMX,613.285
93410,CA,CAMX,613.285
93412,CA,CAMX,613.285
93420,CA,CAMX,613.285
93421,CA,CAMX,613.285
93422,CA,CAMX,613.285
93423,CA,CAMX,613.285
93424,CA,CAMX,613.285
93426,CA,CAMX,613.285
93427,CA,CAMX,613.285
93428,CA,CAMX,613.285
93429,CA,CAMX,613.285
93430,CA,CAMX,613.285
93432,CA,CAMX,613.285
93433,CA,CAMX,613.285
93434,CA,CAMX,613.285
93435,CA,CAMX,613.285
93436,CA,CAMX,613.285
93437,CA,CAMX,613.285
93438,CA,CAMX,613.285
93440,CA,CAMX,613.285
93441,CA,CAMX,613.285
93442,CA,CAMX,613.285
93443,CA,CAMX,613.285
93444,CA,CAMX,613.285
93445,CA,CAMX,613.285
93446,CA,CAMX,613.285
93447,CA,CAMX,613.285
93448,CA,CAMX,613.285
93449,CA,CAMX,613.285
93450,CA,CAMX,613.285
93451,CA,CAMX,613.285
93452,CA,CAMX,613.285
93453,CA,CAMX,613.285
93454,CA,CAMX,613.285
93455,CA,CAMX,613.285
93456,CA,CAMX,613.285
93457,CA,CAMX,613.285
93458,CA,CAMX,613.285
93460,CA,CAMX,613.285
93461,CA,CAMX,613.285
93463,CA,CAMX,613.285
93464,CA,CAMX,613.285
93465,CA,CAMX,613.285
93475,CA,CAMX,613.285
93483,CA,CAMX,613.285
93501,CA,CAMX,613.285
93502,CA,CAMX,613.285
93504,CA,CAMX,613.285
93505,CA,CAMX,613.285
93510,CA,CAMX,613.285
93512,CA,CAMX,613.285
93513,CA,CAMX,613.285
93514,CA,CAMX,613.285
93515,CA,CAMX,613.285
93516,CA,CAMX,613.285
93517,CA,CAMX,613.285
93518,CA,CAMX,613.285
93519,CA,CAMX,613.285
93522,CA,CAMX,613.285
93523,CA,CAMX,613.285
93524,CA,CAMX,613.285
93526,CA,CAMX,613.285
93527,CA,CAMX,613.285
93528,CA,CAMX,613.285
93529,CA,CAMX,613.285
93530,CA,CAMX,613.285
93531,CA,CAMX,613.285
93532,CA,CAMX,613.285
93534,CA,CAMX,613.285
93535,CA,CAMX,613.285
93536,CA,CAMX,613.285
93539,CA,CAMX,613.285
93541,CA,CAMX,613.285
93542,CA,CAMX,613.285
93543,CA,CAMX,613.285
93544,CA,CAMX,613.285
93545,CA,CAMX,613.285
93546,CA,CAMX,613.285
93549,CA,CAMX,613.285
93550,CA,CAMX,613.285
93551,CA,CAMX,613.285
93552,CA,CAMX,613.285
93553,CA,CAMX,613.285
93554,CA,CAMX,613.285
93555,CA,CAMX,613.285
93556,CA,CAMX,613.285
93558,CA,CAMX,613.285
93560,CA,CAMX,613.285
93561,CA,CAMX,613.285
93562,CA,CAMX,613.285
93563,CA,CAMX,613.285
93581,CA,CAMX,613.285
93584,CA,CAMX,613.285
93586,CA,CAMX,613.285
93590,CA,CAMX,613.285
93591,CA,CAMX,613.285
93592,CA,CAMX,613.285
93596,CA,CAMX,613.285
93599,CA,CAMX,613.285
93601,CA,CAMX,613.285
93602,CA,CAMX,613.285
93603,CA,CAMX,613.285
93604,CA,CAMX,613.285
93605,CA,CAMX,613.285
93606,CA,CAMX,613.285
93607,CA,CAMX,613.285
93608,CA,CAMX,613.285
93609,CA,CAMX,613.285
93610,CA,CAMX,613.285
93611,CA,CAMX,613.285
93612,CA,CAMX,613.285
93613,CA,CAMX,613.285
93614,CA,CAMX,613.285
93615,CA,CAMX,613.285
93616,CA,CAMX,613.285
93618,CA,CAMX,613.285
93619,CA,CAMX,613.285
93620,CA,CAMX,613.285
93621,CA,CAMX,613.285
93622,CA,CAMX,613.285
93623,CA,CAMX,613.285
93624,CA,CAMX,613.285
93625,CA,CAMX,613.285
93626,CA,CAMX,613.285
93627,CA,CAMX,613.285
93628,CA,CAMX,613.285
93630,CA,CAMX,613.285
93631,CA,CAMX,613.285
93633,CA,CAMX,613.285
93634,CA,CAMX,613.285
93635,CA,CAMX,613.285
93636,CA,CAMX,613.285
93637,CA,CAMX,613.285
93638,CA,CAMX,613.285
93639,CA,CAMX,613.285
93640,CA,CAMX,613.285
93641,CA,CAMX,613.285
93642,CA,CAMX,613.285
93643,CA,CAMX,613.285
93644,CA,CAMX,613.285
93645,CA,CAMX,613.285
93646,CA,CAMX,613.285
93647,CA,CAMX,613.285
93648,CA,CAMX,613.285
93649,CA,CAMX,613.285
93650,CA,CAMX,613.285
93651,CA,CAMX,613.285
93652,CA,CAMX,613.285
93653,CA,CAMX,613.285
93654,CA,CAMX,613.285
93656,CA,CAMX,613.285
93657,CA,CAMX,613.285
93660,CA,CAMX,613.285
93661,CA,CAMX,613.285
93662,CA,CAMX,613.285
93664,CA,CAMX,613.285
93665,CA,CAMX,613.285
93666,CA,CAMX,613.285
93667,CA,CAMX,613.285
93668,CA,CAMX,613.285
93669,CA,CAMX,613.285
93670,CA,CAMX,613.285
93673,CA,CAMX,613.285
93675,CA,CAMX,613.285
93701,CA,CAMX,613.285
93702,CA,CAMX,613.285
93703,CA,CAMX,613.285
93704,CA,CAMX,613.285
93705,CA,CAMX,613.285
93706,CA,CAMX,613.285
93707,CA,CAMX,613.285
93708,CA,CAMX,613.285
93709,CA,CAMX,613.285
93710,CA,CAMX,613.285
93711,CA,CAMX,613.285
93712,CA,CAMX,613.285
93714,CA,CAMX,613.285
93715,CA,CAMX,613.285
93716,CA,CAMX,613.285
93717,CA,CAMX,613.285
93718,CA,CAMX,613.285
93720,CA,CAMX,613.285
93721,CA,CAMX,613.285
93722,CA,CAMX,613.285
93723,CA,CAMX,613.285
93724,CA,CAMX,613.285
93725,CA,CAMX,613.285
93726,CA,CAMX,613.285
93727,CA,CAMX,613.285
93728,CA,CAMX,613.285
93729,CA,CAMX,613.285
93730,CA,CAMX,613.285
93737,CA,CAMX,613.285
93740,CA,CAMX,613.285
93741,CA,CAMX,613.285
93744,CA,CAMX,613.285
93745,CA,CAMX,613.285
93747,CA,CAMX,613.285
93750,CA,CAMX,613.285
93755,CA,CAMX,613.285
93760,CA,CAMX,613.285
93761,CA,CAMX,613.285
93764,CA,CAMX,613.285
93765,CA,CAMX,613.285
93771,CA,CAMX,613.285
93772,CA,CAMX,613.285
93773,CA,CAMX,613.285
93774,CA,CAMX,613.285
93775,CA,CAMX,613.285
93776,CA,CAMX,613.285
93777,CA,CAMX,613.285
93778,CA,CAMX,613.285
93779,CA,CAMX,613.285
93786,CA,CAMX,613.285
93790,CA,CAMX,613.285
93791,CA,CAMX,613.285
93792,CA,CAMX,613.285
93793,CA,CAMX,613.285
93794,CA,CAMX,613.285
93844,CA,CAMX,613.285
93888,CA,CAMX,613.285
93901,CA,CAMX,613.285
93902,CA,CAMX,613.285
93905,CA,CAMX,613.285
93906,CA,CAMX,613.285
93907,CA,CAMX,613.285
93908,CA,CAMX,613.285
93912,CA,CAMX,613.285
93915,CA,CAMX,613.285
93920,CA,CAMX,613.285
93921,CA,CAMX,613.285
93922,CA,CAMX,613.285
93923,CA,CAMX,613.285
93924,CA,CAMX,613.285
93925,CA,CAMX,613.285
93926,CA,CAMX,613.285
93927,CA,CAMX,613.285
93928,CA,CAMX,613.285
93930,CA,CAMX,613.285
93932,CA,CAMX,613.285
93933,CA,CAMX,613.285
93940,CA,CAMX,613.285
93942,CA,CAMX,613.285
93943,CA,CAMX,613.285
93944,CA,CAMX,613.285
93950,CA,CAMX,613.285
93953,CA,CAMX,613.285
93954,CA,CAMX,613.285
93955,CA,CAMX,613.285
93960,CA,CAMX,613.285
93962,CA,CAMX,613.285
94002,CA,CAMX,613.285
94005,CA,CAMX,613.285
94010,CA,CAMX,613.285
94011,CA,CAMX,613.285
94014,CA,CAMX,613.285
94015,CA,CAMX,613.285
94016,CA,CAMX,613.285
94017,CA,CAMX,613.285
94018,CA,CAMX,613.285
94019,CA,CAMX,613.285
94020,CA,CAMX,613.285
94021,CA,CAMX,613.285
94022,CA,CAMX,613.285
94023,CA,CAMX,613.285
94024,CA,CAMX,613.285
94025,CA,CAMX,613.285
94026,CA,CAMX,613.285
94027,CA,CAMX,613.285
94028,CA,CAMX,613.285
94030,CA,CAMX,613.285
94035,CA,CAMX,613.285
94037,CA,CAMX,613.285
94038,CA,CAMX,613.285
94039,CA,CAMX,613.285
94040,CA,CAMX,613.285
94041,CA,CAMX,613.285
94042,CA,CAMX,613.285
94043,CA,CAMX,613.285
94044,CA,CAMX,613.285
94060,CA,CAMX,613.285
94061,CA,CAMX,613.285
94062,CA,CAMX,613.285
94063,CA,CAMX,613.285
94064,CA,CAMX,613.285
94065,CA,CAMX,613.285
94066,CA,CAMX,613.285
94070,CA,CAMX,613.285
94074,CA,CAMX,613.285
94080,CA,CAMX,613.285
94083,CA,CAMX,613.285
94085,CA,CAMX,613.285
94086,CA,CAMX,613.285
94087,CA,CAMX,613.285
94088,CA,CAMX,613.285
94089,CA,CAMX,613.285
94101,CA,CAMX,613.285
94102,CA,CAMX,613.285
94103,CA,CAMX,613.285
94104,CA,CAMX,613.285
94105,CA,CAMX,613.285
94107,CA,CAMX,613.285
94108,CA,CAMX,613.285
94109,CA,CAMX,613.285
94110,CA,CAMX,613.285
94111,CA,CAMX,613.285
94112,CA,CAMX,613.285
94114,CA,CAMX,613.285
94115,CA,CAMX,613.285
94116,CA,CAMX,613.285
94117,CA,CAMX,613.285
94118,CA,CAMX,613.285
94119,CA,CAMX,613.285
94120,CA,CAMX,613.285
94121,CA,CAMX,613.285
94122,CA,CAMX,613.285
94123,CA,CAMX,613.285
94124,CA,CAMX,613.285
94125,CA,CAMX,613.285
94126,CA,CAMX,613.285
94127,CA,CAMX,613.285
94128,CA,CAMX,613.285
94129,CA,CAMX,613.285
94130,CA,CAMX,613.285
94131,CA,CAMX,613.285
94132,CA,CAMX,613.285
94133,CA,CAMX,613.285
94134,CA,CAMX,613.285
94137,CA,CAMX,613.285
94139,CA,CAMX,613.285
94140,CA,CAMX,613.285
